repository,commit_sha,author,timestamp,message,filename,additions,deletions,changes,patch,risky_label
withastro/astro,6ee63bf,Matthew Phillips,2025-10-08T12:57:16Z,"Merge commit from fork

* fix(security): require allowedDomains config for X-Forwarded-Host validation

Fixes X-Forwarded-Host header injection vulnerability by requiring explicit
allowedDomains configuration. When not configured, X-Forwarded-Host headers
are ignored to prevent manipulation of Astro.url by malicious requests.

- Add security.allowedDomains configuration using RemotePattern format
- Validate X-Forwarded-Host against allowedDomains patterns in both App and NodeApp
- Ignore untrusted headers when no allowedDomains configured (secure by default)
- Update tests to verify security behavior with and without configuration

* Address PR review feedback on allowedDomains implementation

- Remove pathname field from allowedDomains schema (not applicable to host headers)
- Clarify documentation that protocol, hostname, and port are all validated if provided
- Add test demonstrating port validation behavior when port not specified in pattern

* add changeset

* make it a patch

* explain the breaking change

* Update secure-forwarded-host-validation.md",packages/integrations/node/test/url.test.js,44,0,44,"@@ -80,6 +80,7 @@ describe('URL', () => {
 				'X-Forwarded-Proto': 'https',
 				'X-Forwarded-Host': 'abc.xyz',
 				'X-Forwarded-Port': '444',
+				'Host': 'localhost:3000',
 			},
 			url: '/',
 		});
@@ -112,4 +113,47 @@ describe('URL', () => {
 
 		assert.equal($('body').text(), 'https://abc.xyz:444/');
 	});
+
+	it('ignores X-Forwarded-Host when no allowedDomains configured', async () => {
+		const { handler } = await import('./fixtures/url/dist/server/entry.mjs');
+		const { req, res, text } = createRequestAndResponse({
+			headers: {
+				'X-Forwarded-Proto': 'https',
+				'X-Forwarded-Host': 'malicious.example.com',
+				'Host': 'legitimate.example.com',
+			},
+			url: '/',
+		});
+
+		handler(req, res);
+		req.send();
+
+		const html = await text();
+		const $ = cheerio.load(html);
+
+		// Should use the Host header, not X-Forwarded-Host when allowedDomains is not configured
+		assert.equal($('body').text(), 'https://legitimate.example.com/');
+	});
+
+	it('accepts any port when port not specified in allowedDomains', async () => {
+		const { handler } = await import('./fixtures/url/dist/server/entry.mjs');
+		const { req, res, text } = createRequestAndResponse({
+			headers: {
+				'X-Forwarded-Proto': 'https',
+				'X-Forwarded-Host': 'abc.xyz:8080',
+				'Host': 'localhost:3000',
+			},
+			url: '/',
+		});
+
+		handler(req, res);
+		req.send();
+
+		const html = await text();
+		const $ = cheerio.load(html);
+
+		// When no port is specified in allowedDomains pattern, any port is accepted
+		// This validates that port validation works (it's checking and passing)
+		assert.equal($('body').text(), 'https://abc.xyz:8080/');
+	});
 });",1
authlib/authlib,867e3f8,Hsiaoming Yang,2025-10-02T13:26:41Z,fix(jose): add size limitation to prevent DoS,authlib/jose/rfc7515/jws.py,5,0,5,"@@ -34,6 +34,8 @@ class JsonWebSignature:
         ]
     )
 
+    MAX_CONTENT_LENGTH: int = 256000
+
     #: Defined available JWS algorithms in the registry
     ALGORITHMS_REGISTRY = {}
 
@@ -89,6 +91,9 @@ def deserialize_compact(self, s, key, decode=None):
 
         .. _`Section 7.1`: https://tools.ietf.org/html/rfc7515#section-7.1
         """"""
+        if len(s) > self.MAX_CONTENT_LENGTH:
+            raise ValueError(""Serialization is too long."")
+
         try:
             s = to_bytes(s)
             signing_input, signature_segment = s.rsplit(b""."", 1)",1
authlib/authlib,867e3f8,Hsiaoming Yang,2025-10-02T13:26:41Z,fix(jose): add size limitation to prevent DoS,authlib/jose/util.py,6,0,6,"@@ -7,6 +7,9 @@
 
 
 def extract_header(header_segment, error_cls):
+    if len(header_segment) > 256000:
+        raise ValueError(""Value of header is too long"")
+
     header_data = extract_segment(header_segment, error_cls, ""header"")
 
     try:
@@ -20,6 +23,9 @@ def extract_header(header_segment, error_cls):
 
 
 def extract_segment(segment, error_cls, name=""payload""):
+    if len(segment) > 256000:
+        raise ValueError(f""Value of {name} is too long"")
+
     try:
         return urlsafe_b64decode(segment)
     except (TypeError, binascii.Error) as exc:",1
authlib/authlib,867e3f8,Hsiaoming Yang,2025-10-02T13:26:41Z,fix(jose): add size limitation to prevent DoS,tests/jose/test_jws.py,17,0,17,"@@ -297,3 +297,20 @@ def test_ES256K_alg():
     header, payload = data[""header""], data[""payload""]
     assert payload == b""hello""
     assert header[""alg""] == ""ES256K""
+
+
+def test_deserialize_exceeds_length():
+    jws = JsonWebSignature()
+    value = ""aa"" * 256000
+
+    # header exceeds length
+    with pytest.raises(ValueError):
+        jws.deserialize(value + ""."" + value + ""."" + value, """")
+
+    # payload exceeds length
+    with pytest.raises(ValueError):
+        jws.deserialize(""eyJhbGciOiJIUzI1NiJ9."" + value + ""."" + value, """")
+
+    # signature exceeds length
+    with pytest.raises(ValueError):
+        jws.deserialize(""eyJhbGciOiJIUzI1NiJ9.YQ."" + value, """")",1
cel-rust/cel-rust,9df9822,Alex Snaps,2025-10-09T10:08:47Z,"fix(parser): Gets rid of ever invoking Visitable with no impl

Signed-off-by: Alex Snaps <alex@wcgw.dev>",cel/src/parser/gen/celparser.rs,9,3,12,"@@ -2128,7 +2128,9 @@ impl<'input> Deref for MemberContextAll<'input> {
 }
 impl<'input, 'a> Visitable<dyn CELVisitor<'input> + 'a> for MemberContextAll<'input> {
     fn accept(&self, visitor: &mut (dyn CELVisitor<'input> + 'a)) {
-        self.deref().accept(visitor)
+        if !matches!(self, MemberContextAll::Error(_)) {
+            self.deref().accept(visitor)
+        }
     }
 }
 impl<'input, 'a> Listenable<dyn CELListener<'input> + 'a> for MemberContextAll<'input> {
@@ -5203,7 +5205,9 @@ impl<'input> Deref for EscapeIdentContextAll<'input> {
 }
 impl<'input, 'a> Visitable<dyn CELVisitor<'input> + 'a> for EscapeIdentContextAll<'input> {
     fn accept(&self, visitor: &mut (dyn CELVisitor<'input> + 'a)) {
-        self.deref().accept(visitor)
+        if !matches!(self, EscapeIdentContextAll::Error(_)) {
+            self.deref().accept(visitor)
+        }
     }
 }
 impl<'input, 'a> Listenable<dyn CELListener<'input> + 'a> for EscapeIdentContextAll<'input> {
@@ -5660,7 +5664,9 @@ impl<'input> Deref for LiteralContextAll<'input> {
 }
 impl<'input, 'a> Visitable<dyn CELVisitor<'input> + 'a> for LiteralContextAll<'input> {
     fn accept(&self, visitor: &mut (dyn CELVisitor<'input> + 'a)) {
-        self.deref().accept(visitor)
+        if !matches!(self, LiteralContextAll::Error(_)) {
+            self.deref().accept(visitor)
+        }
     }
 }
 impl<'input, 'a> Listenable<dyn CELListener<'input> + 'a> for LiteralContextAll<'input> {",1
cel-rust/cel-rust,9df9822,Alex Snaps,2025-10-09T10:08:47Z,"fix(parser): Gets rid of ever invoking Visitable with no impl

Signed-off-by: Alex Snaps <alex@wcgw.dev>",cel/src/parser/parser.rs,1,1,2,"@@ -1059,7 +1059,7 @@ mod tests {
 
     #[test]
     fn test_bad_input() {
-        let expressions = [""1 + ()"", ""/"", ""."", ""@foo""];
+        let expressions = [""1 + ()"", ""/"", ""."", ""@foo"", ""x(1,)""];
         for expr in expressions {
             assert!(
                 Parser::new().parse(expr).is_err(),",1
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),integration-test/package.json,1,1,2,"@@ -10,7 +10,7 @@
 		""access"": ""restricted""
 	},
 	""scripts"": {
-		""test"": ""cd ./test && ls | node --test && node ./browser-exception-observer/BrowserExceptionObserver.test.js"",
+		""test"": ""cd ./test && ls | node --disallow-code-generation-from-strings --test && node --disallow-code-generation-from-strings ./browser-exception-observer/BrowserExceptionObserver.test.js"",
 		""test:debug"": ""cd ./test && ls | node --inspect-brk""
 	},
 	""devDependencies"": {",1
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),integration-test/test/Browser.test.js,3,1,4,"@@ -7,6 +7,7 @@ describe('Browser', () => {
 		const browser = new Browser({
 			settings: {
 				errorCapture: BrowserErrorCaptureEnum.processLevel,
+				enableJavaScriptEvaluation: true,
 
 				// Github.com has a timer that is very long (hours) and a timer loop that never ends.
 				timer: {
@@ -47,7 +48,8 @@ describe('Browser', () => {
 	it('Goes to ""npmjs.com"".', async () => {
 		const browser = new Browser({
 			settings: {
-				errorCapture: BrowserErrorCaptureEnum.processLevel
+				errorCapture: BrowserErrorCaptureEnum.processLevel,
+				enableJavaScriptEvaluation: true
 			}
 		});
 		const page = browser.newPage();",1
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),integration-test/test/WindowGlobals.test.js,3,3,6,"@@ -4,7 +4,7 @@ import { describe, it } from 'node:test';
 
 describe('WindowGlobals', () => {
 	it('Functions should have the constructor global.Function.', () => {
-		const window = new Window();
+		const window = new Window({ settings: { enableJavaScriptEvaluation: true } });
 		let error = null;
 		window.addEventListener('error', (event) => (error = event.error));
 		window.document.write(`
@@ -18,7 +18,7 @@ describe('WindowGlobals', () => {
 	});
 
 	it('Object should have the constructor global.Object.', () => {
-		const window = new Window();
+		const window = new Window({ settings: { enableJavaScriptEvaluation: true } });
 		let error = null;
 		window.addEventListener('error', (event) => (error = event.error));
 		window.document.write(`
@@ -32,7 +32,7 @@ describe('WindowGlobals', () => {
 	});
 
 	it('Binds global methods to the Window context.', () => {
-		const window = new Window();
+		const window = new Window({ settings: { enableJavaScriptEvaluation: true } });
 		let error = null;
 		window.addEventListener('error', (event) => (error = event.error));
 		window.document.write(`",1
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),integration-test/test/browser-exception-observer/BrowserExceptionObserver.test.js,8,2,10,"@@ -21,7 +21,10 @@ await describe('BrowserExceptionObserver', async () => {
 	await describe('observe()', async () => {
 		await it('Observes unhandled fetch rejections.', async () => {
 			const browser = new Browser({
-				settings: { errorCapture: BrowserErrorCaptureEnum.processLevel }
+				settings: {
+					errorCapture: BrowserErrorCaptureEnum.processLevel,
+					enableJavaScriptEvaluation: true
+				}
 			});
 			const page = browser.newPage();
 			const window = page.mainFrame.window;
@@ -58,7 +61,10 @@ await describe('BrowserExceptionObserver', async () => {
 
 		await it('Observes uncaught exceptions.', async () => {
 			const browser = new Browser({
-				settings: { errorCapture: BrowserErrorCaptureEnum.processLevel }
+				settings: {
+					errorCapture: BrowserErrorCaptureEnum.processLevel,
+					enableJavaScriptEvaluation: true
+				}
 			});
 			const page = browser.newPage();
 			const window = page.mainFrame.window;",1
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),packages/@happy-dom/server-renderer/src/ServerRenderer.ts,1,0,1,"@@ -197,6 +197,7 @@ export default class ServerRenderer {
 					return;
 				}
 				const worker = new Worker(new URL('ServerRendererWorker.js', import.meta.url), {
+					execArgv: ['--disallow-code-generation-from-strings'],
 					workerData: {
 						configuration: configuration
 					}",1
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),packages/@happy-dom/server-renderer/src/config/DefaultServerRendererConfiguration.ts,7,1,8,"@@ -5,7 +5,13 @@ import OS from 'os';
 import { BrowserErrorCaptureEnum } from 'happy-dom';
 
 export default <IServerRendererConfiguration>{
-	browser: { ...DefaultBrowserSettings, errorCapture: BrowserErrorCaptureEnum.processLevel },
+	browser: {
+		...DefaultBrowserSettings,
+		errorCapture: BrowserErrorCaptureEnum.processLevel,
+		// This is enabled by default as the entire point of this package is to server-render client side JavaScript.
+		// ""--disallow-code-generation-from-strings"" is enabled on workers to prevent escape of the VM context.
+		enableJavaScriptEvaluation: true
+	},
 	outputDirectory: './happy-dom/render',
 	logLevel: ServerRendererLogLevelEnum.info,
 	debug: false,",1
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),packages/@happy-dom/server-renderer/src/utilities/HelpPrinterRows.ts,8,1,9,"@@ -126,12 +126,19 @@ export default [
 		'1'
 	],
 	[
-		'--browser.disableJavascriptEvaluation',
+		'--browser.disableJavaScriptEvaluation',
 		'',
 		'boolean',
 		'Disables JavaScript evaluation.',
 		'false'
 	],
+	[
+		'--browser.suppressCodeGenerationFromStringsWarning',
+		'',
+		'boolean',
+		'Suppresses the warning that is printed when code generation from strings is enabled at process level',
+		'false'
+	],
 	[
 		'--browser.disableJavaScriptFileLoading',
 		'',",1
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),packages/@happy-dom/server-renderer/src/utilities/ProcessArgumentsParser.ts,3,1,4,"@@ -40,7 +40,9 @@ export default class ProcessArgumentsParser {
 				} else if (arg === '--help' || arg === '-h') {
 					config.help = true;
 				} else if (arg === '--browser.disableJavaScriptEvaluation') {
-					config.browser.disableJavaScriptEvaluation = true;
+					config.browser.enableJavaScriptEvaluation = false;
+				} else if (arg === '--browser.suppressCodeGenerationFromStringsWarning') {
+					config.browser.suppressCodeGenerationFromStringsWarning = true;
 				} else if (arg === '--browser.disableJavaScriptFileLoading') {
 					config.browser.disableJavaScriptFileLoading = true;
 				} else if (arg === '--browser.disableCSSFileLoading') {",1
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),packages/@happy-dom/server-renderer/test/MockedWorker.ts,13,7,20,"@@ -2,13 +2,16 @@ import IServerRendererConfiguration from '../src/types/IServerRendererConfigurat
 import IServerRendererItem from '../src/types/IServerRendererItem';
 import IServerRendererResult from '../src/types/IServerRendererResult';
 
+type TEvent = 'message' | 'error' | 'exit';
+
 /**
- *
+ * Mocked worker.
  */
 export default class MockedWorker {
 	public static openWorkers: MockedWorker[] = [];
 	public static terminatedWorkers: MockedWorker[] = [];
 	public scriptPath: string;
+	public execArgv: string[] = [];
 	public workerData: {
 		configuration: IServerRendererConfiguration;
 	};
@@ -25,13 +28,16 @@ export default class MockedWorker {
 	public isTerminated: boolean = false;
 
 	/**
+	 * Constructor.
 	 *
-	 * @param scriptPath
-	 * @param options
-	 * @param options.workerData
+	 * @param scriptPath Script path.
+	 * @param options Options.
+	 * @param options.execArgv Exec arguments.
+	 * @param options.workerData Worker data.
 	 */
-	constructor(scriptPath: string, options: { workerData: any }) {
+	constructor(scriptPath: string, options: { execArgv: string[]; workerData: any }) {
 		this.scriptPath = scriptPath;
+		this.execArgv = options.execArgv;
 		this.workerData = options.workerData;
 		(<typeof MockedWorker>this.constructor).openWorkers.push(this);
 	}
@@ -41,7 +47,7 @@ export default class MockedWorker {
 	 * @param event
 	 * @param listener
 	 */
-	public on(event: string, listener: any): void {
+	public on(event: TEvent, listener: any): void {
 		this.listeners[event].push(listener);
 	}
 
@@ -50,7 +56,7 @@ export default class MockedWorker {
 	 * @param event
 	 * @param listener
 	 */
-	public off(event: string, listener: any): void {
+	public off(event: TEvent, listener: any): void {
 		const index = this.listeners[event].indexOf(listener);
 		this.listeners[event].splice(index, 1);
 	}",1
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),packages/@happy-dom/server-renderer/test/ServerRenderer.test.ts,4,0,4,"@@ -58,6 +58,8 @@ describe('ServerRenderer', () => {
 					'file://' + Path.resolve(Path.join('src', 'ServerRendererWorker.js'))
 				);
 
+				expect(worker.execArgv).toEqual(['--disallow-code-generation-from-strings']);
+
 				expect(worker.workerData.configuration.cache.directory).toBe(
 					Path.resolve(Path.join('happy-dom', 'cache'))
 				);
@@ -214,6 +216,8 @@ describe('ServerRenderer', () => {
 					'file://' + Path.resolve(Path.join('src', 'ServerRendererWorker.js'))
 				);
 
+				expect(worker.execArgv).toEqual(['--disallow-code-generation-from-strings']);
+
 				expect(worker.workerData.configuration.cache.directory).toBe(
 					Path.resolve(Path.join('happy-dom', 'cache'))
 				);",1
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),packages/@happy-dom/server-renderer/test/ServerRendererBrowser.test.ts,25,9,34,"@@ -34,7 +34,9 @@ describe('ServerRendererBrowser', () => {
 				return Promise.resolve();
 			});
 			const browser = new ServerRendererBrowser(
-				ServerRendererConfigurationFactory.createConfiguration()
+				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true }
+				})
 			);
 			const results = await browser.render([{ url: 'https://example.com/gb/en/' }]);
 
@@ -70,7 +72,9 @@ describe('ServerRendererBrowser', () => {
 				return Promise.resolve();
 			});
 			const browser = new ServerRendererBrowser(
-				ServerRendererConfigurationFactory.createConfiguration()
+				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true }
+				})
 			);
 			const results = await browser.render(MockedURLList.slice(0, 15).map((url) => ({ url })));
 
@@ -97,9 +101,9 @@ describe('ServerRendererBrowser', () => {
 			const writtenFiles: { filePath: string; content: string }[] = [];
 			const requestHeaders: Array<{ [key: string]: string }> = [];
 
-			vi.spyOn(Fetch.prototype, 'send').mockImplementation(async function () {
+			vi.spyOn(Fetch.prototype, 'send').mockImplementation(async function (this: Fetch) {
 				const headers: { [key: string]: string } = {};
-				for (const [key, value] of this.request.headers) {
+				for (const [key, value] of (<any>this).request.headers) {
 					headers[key] = value;
 				}
 				requestHeaders.push(headers);
@@ -131,7 +135,9 @@ describe('ServerRendererBrowser', () => {
 			);
 
 			const browser = new ServerRendererBrowser(
-				ServerRendererConfigurationFactory.createConfiguration()
+				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true }
+				})
 			);
 			const results = await browser.render(
 				MockedURLList.slice(0, 15).map((url, index) => ({
@@ -193,7 +199,9 @@ describe('ServerRendererBrowser', () => {
 				};
 			});
 			const browser = new ServerRendererBrowser(
-				ServerRendererConfigurationFactory.createConfiguration()
+				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true }
+				})
 			);
 			const results = await browser.render([{ url: 'https://example.com/gb/en/' }]);
 
@@ -225,6 +233,7 @@ describe('ServerRendererBrowser', () => {
 
 			const browser = new ServerRendererBrowser(
 				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true },
 					render: {
 						timeout: 100
 					}
@@ -264,6 +273,7 @@ The page may contain scripts with timer loops that prevent it from completing. Y
 
 			const browser = new ServerRendererBrowser(
 				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true },
 					render: {
 						timeout: 100
 					},
@@ -321,7 +331,9 @@ Timer #1
 			});
 
 			const browser = new ServerRendererBrowser(
-				ServerRendererConfigurationFactory.createConfiguration()
+				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true }
+				})
 			);
 			const results = await browser.render([{ url: 'https://example.com/gb/en/' }]);
 			(<any>results[0]).pageConsole = results[0].pageConsole
@@ -338,14 +350,14 @@ Timer #1
 					headers: { key1: 'value' },
 					outputFile: null,
 					pageConsole: `Error: Error
-    at eval (https://example.com/gb/en/:0:0)
+    at https://example.com/gb/en/:1:26
     at Timeout._onTimeout (/window/BrowserWindow.ts:0:0)
     at listOnTimeout (node:internal/timers:0:0)
     at processTimers (node:internal/timers:0:0)
 `,
 					pageErrors: [
 						`Error: Error
-    at eval (https://example.com/gb/en/:0:0)
+    at https://example.com/gb/en/:1:26
     at Timeout._onTimeout (/window/BrowserWindow.ts:0:0)
     at listOnTimeout (node:internal/timers:0:0)
     at processTimers (node:internal/timers:0:0)`
@@ -383,6 +395,7 @@ Timer #1
 
 			const browser = new ServerRendererBrowser(
 				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true },
 					render: {
 						allShadowRoots: true
 					}
@@ -453,6 +466,7 @@ Timer #1
 
 			const browser = new ServerRendererBrowser(
 				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true },
 					render: {
 						serializableShadowRoots: true
 					}
@@ -533,6 +547,7 @@ Timer #1
 
 			const browser = new ServerRendererBrowser(
 				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true },
 					render: {
 						allShadowRoots: true,
 						excludeShadowRootTags: ['custom-element']
@@ -601,6 +616,7 @@ Timer #1
 			);
 			const browser = new ServerRendererBrowser(
 				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true },
 					cache: {
 						disable: true
 					}",1
